depmap_id,cell_line_display_name,lineage_1,lineage_2,lineage_3,lineage_6,lineage_4,GSN,OLIG2,ANXA6,NOTCH3,ERBB2,TP53,CDKN2A,ACTN4,MMP1,CLDN1,STAT3,EGFR,CD44,IDH2,RHOA,PGR,EPCAM,CDC42,NF1,VEGFD,PFN1,MMP2,CFL1,CEACAM5,SMAD4,CLDN7,ANXA2,BRCA1,VIM,VEGFC,ESR1,FSCN1,YAP1,BMI1,MMP9,MYH9,BRCA2,IDH1,LGALS1,CDH1,CD24,BCAR3,ALDH2,FLT4,ECM1,NANOG,PTEN,RAC1,PROM1,LGR5,S100A4,SOX2,EZR,TAGLN,MKI67,POU5F1,MTDH
ACH-000117,EFM192A,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,HER2+,,6.4632057529,0.1072064726,7.0736831371,4.4020308858,10.8431834429,2.7351061946,4.1507300414,8.1640978962,3.6832361579,2.0463952507,4.5652147069,0.0263006655,3.930633704,7.112158111,8.1220185355,0.1013009184,6.8127722996,6.9226929523,3.1234173989,0.3040632035,10.028550244,0.5287515182,9.6733310862,5.1943616431,3.91011324,7.6312815586,8.9359971073,3.2366315204,3.3441599864,1.197171347,2.5027085631,0.9547340693,4.1777702409,4.7080655774,0.1985282436,6.4941627158,2.643415465,4.3848595967,7.8075299071,7.2510811938,9.3120398684,3.624253976,4.2876920331,0.3278101083,1.3563895479,0.0241671899,4.5006077952,6.8689057854,1.3683925883,0.0553332172,7.5157048917,0.0220989489,6.8523153875,4.5928096044,5.9181732475,0.9847872581,6.8484449492
ACH-001067,F5,CNS/Brain,Meningothelial Tumor,Meningioma,,,7.8956395006,-0.0110509304,6.4745758761,5.1564966896,4.995317599,6.0691837135,3.5616251528,7.238024052,7.2127314097,0.8044267287,5.8610057495,3.536810122,7.3140165019,5.7287449415,8.9532016031,0.7181349964,2.3848438903,7.8825340009,4.2832115267,0.2482394776,10.7702638155,3.1935774421,10.6176683153,0.2228744355,5.1573415788,1.0169228475,10.3466054177,4.6509182169,12.2023939034,3.3244237262,0.3977816032,6.7195331121,6.3349849115,4.534436734,4.7439003862,7.5016384701,2.649863145,5.8100163968,11.8036611612,0.8819949574,5.0021534461,4.6253562071,2.0734566323,0.4119993895,4.607913361,0.3714087611,5.2082805931,7.9161546851,0.0573055261,1.2861215212,10.3541125878,0.2206023662,6.22621729,8.6587466851,5.4240913947,0.3784664164,6.5788249351
ACH-000102,GMS10,CNS/Brain,Diffuse Glioma,Glioblastoma,,,6.4044452876,0.007315726,7.004165575,1.4976517715,0.848096421,6.4298639415,7.3854690553,8.2585386072,1.337951406,5.5248832314,6.3378634755,4.9383511264,7.664999855,6.8340988877,9.4148177705,0.2993971437,1.540909757,8.0879491709,3.2750454597,-0.0339302845,11.089864886,7.9293433556,10.4247980048,0.2180015547,5.4910316874,1.4061399378,11.2611677851,4.2679416954,10.9292243547,4.7414169535,0.0979162118,7.2089701481,6.6647016284,5.2053327246,0.1043544574,8.4011640241,1.5928769099,5.3579749965,11.9578185248,0.3408615195,5.4531275957,5.3665094636,4.6283206093,0.0269463328,4.5378269829,0.5283808919,3.7904361202,7.8765997187,0.1027498654,0.157094414,5.6882388025,0.0086766741,7.43341723,9.4521171865,5.5232035548,0.1614001646,6.7750519892
ACH-000374,HCC1143,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,Basal A TNBC,,6.4384070232,0.0220063236,4.2958624109,8.8984070218,4.8858415772,7.2996733139,4.4652780469,8.664783389,0.4261976962,6.8112155278,6.3421823222,6.0960521668,9.2748171071,7.2229320231,7.8602071568,0.0104927311,7.9831305451,7.4466458887,4.8042352213,0.7343195598,9.9457179758,4.5660857115,9.9123127709,0.6505951324,5.2483299092,7.789827366,11.369317181,4.0986493498,10.2299180541,2.2339312011,2.3401877183,6.6386664794,5.3250225234,4.4923507362,1.8725047083,8.7191612142,3.0681451623,5.4343969262,11.7399041929,6.8979887394,8.4061452929,5.021738357,0.7277120937,3.0137261597,6.6903830043,0.4199940186,4.6598455001,7.3322922262,4.467147185,4.3898125959,8.8450262093,0.3004231827,7.151942923,3.3313292866,5.5969728605,3.1630947631,5.4671237859
ACH-000111,HCC1187,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,Basal A TNBC,,7.8992285952,0.0220063236,7.7365193643,6.9166658806,6.4563026044,6.9732714021,6.3756742743,7.6148182494,6.3298810852,5.2908357343,6.5454098219,4.9258081551,4.2098215666,7.3035775159,8.2882935097,0.1261663766,5.4033175731,7.219209756,3.7689532863,-0.0339302845,9.5302019489,1.5928293305,10.4554217284,0.1732135443,6.2921104967,4.9600353985,10.0916441633,3.239312593,6.3627081234,1.7566771834,1.0114977942,7.2614030386,6.9492790075,5.425924709,0.0030666974,7.943978111,2.9922384617,7.3168257678,10.7370578574,5.233440889,7.4967943334,2.6254845926,3.6465109675,2.1707652571,1.1200770703,1.0423500361,5.0412258629,8.0294603712,6.6941409853,0.8567347451,4.8770231076,-0.004872828,5.9061483092,3.4805453863,5.9240423762,3.5662603429,5.6882438073
ACH-000699,HCC1395,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,Basal B TNBC,,7.1135452825,0.1345478629,4.3168719801,4.7326004652,4.031710407,7.0506605265,0.4567997393,7.5837577418,0.504127369,0.6488574749,6.045121655,4.4936031236,7.4197335463,7.3392564368,8.872910419,0.0104927311,0.7694121175,7.6197596169,3.3960749139,0.438282371,10.3617914683,8.8780224909,10.7501531414,0.0790936569,6.0026412475,0.5037435254,11.0530789138,2.3955510635,10.3300880535,3.3592505417,-0.0150064196,7.1300352661,5.5873528146,3.5348416776,3.548790057,8.5797499993,4.4368735249,5.7265483761,12.3592067554,0.3316292622,4.032416889,6.5014695676,3.8215548161,0.8813941623,5.3113226818,-0.0346086072,4.381543228,7.6055249045,0.1418300966,0.1197962169,6.7186249395,0.1251678508,6.1547577625,6.349926878,6.942162762,3.3380714868,5.6820458153
ACH-000277,HCC1419,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,HER2+,,7.7175410605,0.0220063236,7.7814668841,3.4725666522,11.0022604227,4.1214095883,3.2015046869,7.6080064913,0.0003356174,0.0016136747,4.6128398251,-0.0903737524,2.5722817484,7.3678003352,8.6021716194,0.0104927311,7.1057109334,7.6193049347,3.590859328,0.0967400553,9.9217636979,0.4792265851,10.1762515289,3.731901689,3.3711391758,6.1578363785,7.4688206868,3.1069766304,2.0664980118,2.5243443527,3.5552969317,0.6386429555,4.1721523235,5.2216723132,0.0672619868,6.5931680448,2.2171614447,7.0435616485,6.9747372909,6.5802192135,10.3669934403,5.021738357,7.3957104732,-0.0259348362,7.7177531939,-0.0346086072,4.2212027831,7.5631166843,0.2529773442,-0.012245121,3.1869477412,5.167792183,8.0915109632,2.245461066,4.4054236355,0.5467025259,7.1786349177
ACH-000352,HCC1428,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,"luminal ER, PR+",,6.9936553221,0.0509561311,7.1935930887,2.9981146409,5.1645592188,6.3903348987,4.779808189,6.6457839784,1.0462869761,0.8676579128,4.8894550166,2.497242793,7.1357587952,6.1418299603,7.8574201778,3.7533781678,6.7193215296,8.269697491,3.745937996,0.2182327277,9.306446892,0.3751094193,10.6846073425,0.9612669836,3.9610209773,5.8358747925,9.5205448254,4.4602990922,1.7480320242,0.8347322759,5.6844185809,2.7636416412,5.3153174252,6.2975732211,0.1043544574,6.9407989807,1.9324384327,6.171831724,8.8141178308,7.870152939,7.9356451654,4.9703790807,1.9760420211,0.065289115,3.1366454985,-0.0346086072,5.6467977799,7.5161671666,0.1418300966,0.0015342959,1.9685053247,0.1740430994,6.4609621153,4.0374470462,6.0779875097,1.3967184131,7.4624208712
ACH-000349,HCC1500,Breast,Breast Ductal Carcinoma In Situ,Breast Ductal Carcinoma In Situ,"luminal ER, PR+",,6.631276022,0.007315726,6.845872171,3.91466056,5.1816104599,5.4523835365,0.1827388983,6.56134958,0.8793133332,0.0783966726,5.7077264067,-0.0504164525,5.9708422179,6.7647164689,8.0641848493,3.4131777431,7.162058323,7.7832787378,4.3273299996,-0.0003261245,9.4103596526,0.5165192639,10.3045118118,0.4877780285,5.4671582248,6.5991106296,7.421424027,4.5218884571,1.708476096,2.4623773475,6.2364374372,1.1211286129,4.5689832089,7.6146417649,0.0291146138,4.6440262134,2.185712544,5.4679548815,10.180157291,7.2395272194,8.5539764571,2.5846908706,5.0951183527,2.0020081699,0.5597952784,0.0241671899,5.1661951217,7.2343509244,0.1798587131,0.157094414,2.0890170338,3.7008749044,7.3586156678,2.1894990719,2.5933323286,-0.0177285933,5.7580908675
ACH-000930,HCC1569,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,Basal A HER2+,,5.3731601969,1.7383600017,6.6519076296,0.3514009012,10.5347829955,3.196444281,7.5082603703,7.6811611966,1.13564387,0.5973742432,5.2005371063,2.3155314516,9.8135014501,6.5614715173,7.9973109641,-0.0029912554,7.176689658,6.6960228806,4.2207350374,-0.0170466397,10.3019943781,1.3632772169,10.3794948696,0.2289781277,5.1322423501,4.001881514,9.6832088863,3.9317371677,10.1113130864,0.5120407966,0.0237051468,6.3266933049,6.0124854984,5.5988350507,0.3889707792,7.7619932976,2.2199894618,6.9489979784,11.3165857943,5.5666485311,6.078631727,2.1993402604,5.7392066414,0.1025715911,1.6911789825,0.0241671899,2.8658299807,7.5890655072,0.3887596069,-0.012245121,5.8249703616,-0.004872828,5.6808801511,5.6233058616,5.2085194588,2.4901259519,7.0726263498
ACH-000624,HCC1806,Breast,Breast Ductal Carcinoma In Situ,Breast Ductal Carcinoma In Situ,Basal A TNBC,,4.6625349663,0.007315726,4.2630078797,4.6631641824,4.804265028,3.8188707545,0.1274887076,6.9810898687,1.890590958,6.4621027947,4.1863927394,5.0924963858,9.6691471708,3.1183348016,6.371915892,0.0104927311,6.8496848755,6.4519010634,2.4095231227,0.1279221578,9.4255150455,2.7965615388,8.6996259758,0.3543908711,3.168898552,6.8567075432,8.4846807124,3.096799682,1.5286290155,2.9901798293,1.0708611463,7.0699438663,5.1803668273,3.0208155969,0.0672619868,5.8909666986,2.5569185883,5.9976633183,7.5162366966,5.0483422651,7.0149982229,2.6142688783,5.3620829274,1.0614341352,1.0062242541,-0.0346086072,4.47796779,8.0673060966,0.2168908311,-0.012245121,3.8291498782,0.1498143539,7.2743772048,1.6795851962,5.8887591876,0.0997056023,4.3116071434
ACH-000223,HCC1937,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,Basal A TNBC,,7.043333651,0.1072064726,3.8301946007,4.135379635,5.4085903961,4.1317964144,7.7082709327,8.0637984725,0.1402124844,6.6087720928,6.6962206863,4.7755493046,9.337434284,6.3283791611,8.695042278,-0.0029912554,7.6354149263,6.7538591058,4.0859644932,0.1279221578,10.1678452289,1.8084425308,10.3757344675,1.4668999082,2.9174945536,7.8541824667,10.4105049842,4.8119851569,2.7296789594,3.4399891969,2.0280873386,4.3791287489,6.0363928718,4.2651158808,1.5699064615,6.7094223433,3.6343853335,7.8156519141,10.9613380225,7.1915797096,8.4927591537,5.6198130194,0.1646053477,1.1029234695,1.7306811828,-0.0346086072,0.1947892142,8.0675756571,0.089479236,-0.0261616488,7.9441047895,-0.0603928847,6.8498163348,3.24367863,6.8424148339,2.0776974612,6.9945055919
ACH-000859,HCC1954,Breast,Breast Ductal Carcinoma In Situ,Breast Ductal Carcinoma In Situ,Basal A HER2+,,7.0692336978,0.4612839464,2.5932984027,4.73427136,11.27317777,6.6043762122,5.6691633888,8.2087168496,1.1541096635,8.0844901607,6.6980807535,4.9168395532,8.4362698736,6.5023197294,8.9484193883,-0.0029912554,7.426372966,8.3402092677,5.3036200098,0.0162343834,10.0304048078,3.0140148828,10.2121258825,3.4525524505,4.6664197853,7.6489208528,10.7815733746,4.5607113061,5.5106678746,2.6172688599,1.8876980584,3.7792109666,7.4134395517,4.5143307708,0.0921039106,7.2232067201,3.3820435269,8.5572736416,9.5971568035,7.75395965,10.3610675962,4.7086676788,0.7034970563,0.1857528436,0.9168973423,0.0241671899,4.3521383943,8.1905013572,2.6240142002,0.157094414,5.3585535431,1.8223864733,7.5273878814,5.1029151935,5.9698622183,0.537164046,7.7366118017
ACH-000725,HCC202,Breast,Breast Ductal Carcinoma In Situ,Breast Ductal Carcinoma In Situ,HER2+,,6.734842452,0.007315726,6.5268672176,5.5714353267,10.4727156059,2.8821365973,5.7738371221,6.5859416231,0.2455762899,4.1818691056,5.3910930156,3.1913260826,1.5572026515,8.1636490265,7.7260852005,0.0238438682,7.495681264,7.0405997574,2.5695816559,-0.0339302845,9.9240022806,0.9050487552,10.4858796326,0.2614005635,4.1147864111,7.1940011643,8.920657533,4.0096711441,2.5298789839,1.9655748154,0.2131130656,1.8325707955,4.5332298315,6.4926236172,-0.0101494248,6.3772003598,1.771814337,6.0193583757,9.2007363563,7.2224774562,8.5349001803,4.046641063,6.6226532806,0.0398487946,2.2731618918,-0.0346086072,4.9313069837,8.4183688954,3.3948150068,0.0015342959,3.4958264374,0.0220989489,5.1389603397,2.9610246176,4.7155037189,0.3762542697,6.1235590038
ACH-000276,HCC38,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,Basal A TNBC,,7.6297205654,0.0220063236,4.7410975137,5.6714940682,6.7987474677,5.1001896137,0.0098491248,8.1857016993,0.16428329,7.4087138413,7.2629983693,4.4675360139,8.6197133912,7.9593433434,8.3846433833,0.70808383,8.3695482749,7.4927265777,5.5569466066,0.1279221578,9.7269176188,5.9154587981,10.8619524441,-0.048221882,4.8457020231,6.6953152883,11.4330301387,2.7550798152,8.0048633393,2.5116545008,-0.0019774819,5.7947615059,5.9277357509,5.5250235648,1.5617019983,8.5603363357,3.6537872308,5.9510626823,11.6476679472,6.2667116562,9.4784712124,5.8509194211,4.8744545752,1.8398266962,1.629912159,0.0241671899,3.4110407545,7.4026356999,4.8084143896,2.4821213146,3.3955301243,-0.0746165022,6.9411476852,7.0827248426,5.4226551513,1.3911222931,7.0368906367
ACH-000668,HCC70,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,Basal A TNBC,,7.4440792555,0.007315726,2.0752415146,7.0886830558,5.1860789112,5.6025928709,8.6822602237,7.9944802152,0.4161615769,6.3159126792,5.9192637355,6.1200762085,7.784653041,7.5760048254,8.6697958222,0.0238438682,6.6440658827,8.6539438581,3.591978674,-0.0509802733,9.9256169787,3.8922928392,9.9377524427,1.171437124,5.0037196866,8.1934632539,10.6621883835,4.2058778343,5.10011198,2.9248961324,1.2899286197,7.8685141779,5.6765902587,4.7058758432,0.6069778233,7.9400317401,3.1686062472,9.0640305979,10.1067207708,7.7090446872,9.0192760402,5.6056114843,4.670338195,-0.0259348362,2.5824500418,-0.0346086072,3.7833329936,8.7410680848,5.2713301276,0.0286924212,6.4063895458,0.0353963636,7.0837014938,2.7277153853,6.0911485392,2.4929412665,6.3933347371
ACH-000643,HDQP1,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,Basal A TNBC,,5.9701025276,0.007315726,4.7660857075,3.7919041849,5.2453066533,3.6180799219,6.8089655547,7.5841695539,0.0655585862,5.9155261573,5.0687041867,4.2326813857,7.3331636357,5.901646602,8.0117300474,0.0104927311,7.1629997247,6.2289865158,3.5174026986,0.048887425,9.4791217114,7.0191320941,8.6685730787,0.0041021891,3.397525889,7.675434433,10.2626877828,3.3049831041,6.576354638,2.1899048374,1.2800363113,5.0288705237,4.9124709699,4.5415084895,0.2210737415,6.4608809461,2.3132327852,5.8636300774,10.8804325654,6.4694564344,8.9591935324,4.4509952888,4.3575067715,0.2531817424,1.6911789825,0.0241671899,3.4760038723,7.6405693004,2.9688077638,0.0553332172,9.09475288,-0.0603928847,7.6868812995,4.5733031703,4.486060809,0.2090959645,4.6665105435
ACH-000721,HMC18,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,Basal B TNBC,,8.2096448413,0.007315726,0.4631627432,0.1326636743,3.598134325,2.7490792758,0.0098491248,5.0382382735,3.5716561936,7.1478569008,6.511286245,2.4771561146,4.6458746476,4.0730569045,8.7144105791,-0.0029912554,-0.1545620507,6.99684767,4.5330477064,0.4639207638,10.1886472832,1.1430531395,10.3281909103,-0.1025784572,-0.0815204291,-0.2412923214,11.4584693265,4.3983757211,10.6373228204,0.3593275123,-0.0150064196,7.3241751336,5.4654625504,4.3279243697,0.0419513199,6.0415898875,3.1946491373,5.1790753431,10.8351965225,-0.0238776712,0.7430303956,2.8175915359,0.1160324888,1.8159624099,0.982383096,-0.0346086072,3.8194823203,7.2464379029,0.2168908311,-0.0261616488,11.4157670301,0.3543715386,8.702854438,2.9744437157,4.9839131357,-0.0042458919,6.5569952279
ACH-000148,HS578T,Breast,Invasive Breast Carcinoma,"Breast Invasive Carcinoma, NOS",Basal B TNBC,,6.3905321204,0.007315726,8.5886887697,6.9873126625,4.5497900337,5.399951974,0.8074154533,9.839150921,0.2901006063,1.4123481115,5.1230979481,4.6966855883,9.4077240633,7.4004737655,9.2956649783,-0.0029912554,-0.1326687411,7.7304574601,3.8158634145,-0.0509802733,11.1765698006,8.1142540912,10.7728235501,-0.048221882,5.264888562,0.0366201067,11.0288934701,2.5458948938,12.6676671008,5.6093581719,0.0237051468,7.430709495,6.558213152,4.348282994,-0.0101494248,11.2383391596,1.9016006538,6.0576111928,13.4745179335,0.5700283246,2.4621408433,5.7728891439,0.3748852046,-0.0125188352,7.1288515568,-0.0346086072,4.9977875982,7.8779489309,0.0489029091,2.5546743459,8.0052131291,-0.0746165022,5.2022937554,11.8647330548,4.5409736025,1.4730731095,7.3026565272
ACH-000629,IOMMLEE,CNS/Brain,Meningothelial Tumor,Meningioma,,,3.7183272065,2.5079990665,7.8279017373,-0.0043419332,4.0758572921,4.8502212973,0.1047519119,7.5966100181,0.1033560929,2.4700280233,4.155245684,4.2287190852,7.3552803007,3.5445868995,8.6575849654,-0.0029912554,-0.2222895017,7.779236599,3.6108792872,-0.0509802733,10.5759609667,2.496517166,9.9275079488,-0.1165040038,4.4469522723,-0.2412923214,10.6715127502,4.5423362805,11.6759138203,0.1354193665,0.0109255705,5.8976612328,5.3614505915,4.9964809952,-0.0101494248,7.3859383846,3.0264283438,5.4844646056,12.1591506261,-0.160706021,0.032160093,5.9882404489,3.9539350464,0.0526289564,3.4060920378,-0.0346086072,4.1767076193,7.4053403357,0.089479236,-0.0261616488,2.6455437374,-0.0323633246,6.976066036,6.4582132246,6.2779233482,0.2324203297,6.0236568383
ACH-000711,JIMT1,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,Basal A HER2+,,7.532912556,0.007315726,3.229364561,1.9407547106,8.0455746086,6.598623023,7.2817383468,8.7127565946,-0.0678940591,3.55182783,4.5919755034,5.0786843995,10.1006897704,6.3277294556,9.0410707459,-0.0029912554,7.0961166034,7.3040438806,4.6564077621,-0.0339302845,10.2645516353,0.9885512592,10.0293012952,-0.0751362862,3.5720460029,7.2978481183,10.5657457625,2.8009315404,2.8181473301,1.6206124719,1.4608415033,5.1127686922,5.3253807059,3.6575307189,0.116494138,7.3806082211,1.5928769099,7.1215590225,11.7755294736,5.9094775743,8.0541234414,5.5196955551,5.6088585339,0.1507301738,2.8984251657,-0.0346086072,3.6319272491,8.1047836835,0.1027498654,-0.012245121,5.2375868481,-0.0463094036,8.02260411,5.2153800721,5.373991832,0.8724911226,5.5956273774
ACH-001098,KCIMOH1,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,,,7.765123476,-0.0110509304,0.1666582214,0.6948486387,6.1374962938,3.3037611077,5.2367223043,7.7843501076,0.4367111451,5.3733701127,5.4269288373,4.2795089589,5.5128618045,3.2028386502,8.614444439,0.0030895255,8.3511307404,7.8750329767,4.558674664,0.392999495,9.4787966925,-0.235926935,9.6765297684,8.459762198,4.1982239877,6.2421514673,10.5789123184,4.2483851614,2.9647473667,-0.0824870013,0.1168528341,5.3572557716,5.2608049316,5.1277424809,0.0980852743,8.3084494531,2.5670691702,7.3536245742,10.1859436945,5.9779177614,5.0924998478,4.844513345,4.9951398999,0.0364293262,0.9273140185,0.0010127211,5.4684174822,7.5841392636,0.6938718754,3.9802672829,11.4219289673,1.9322299217,8.7967631406,2.3012077696,5.3647641636,0.3662129248,6.460205329
ACH-000126,KG1C,CNS/Brain,Diffuse Glioma,Oligodendroglioma,,,6.7498928204,2.4998346611,8.3730526721,2.8119577185,4.2797586766,5.677184181,0.1387177073,8.0214453907,6.4654833073,4.6619027574,6.0117120516,4.971796381,9.8660888956,3.8985212902,8.3222840768,-0.0029912554,0.5957401888,7.2420845341,4.2753438082,0.6677513581,9.7857766933,8.2300088557,9.6855342937,0.3034941391,4.1877022964,0.3785640352,11.7287256985,3.202751367,12.1064745426,4.0201606094,0.2986114109,7.1950271951,6.1267761447,4.7722977975,1.9079345734,6.905305399,1.2663591253,5.1496178236,12.4478152433,0.215947023,1.7220618796,5.5730628859,0.687119275,0.3173984969,6.2954423001,-0.0346086072,4.8984298036,8.3077762096,0.1027498654,0.0015342959,4.7562196133,4.0618163645,3.9297625233,1.3504301848,3.8561684323,-0.1740718732,6.2282776494
ACH-000028,KPL1,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,ER+,,6.2940079636,0.007315726,5.5954332982,5.5795870494,5.401543599,6.724988995,1.774557594,7.1529434241,0.0527418661,2.2955130406,4.1346238389,0.9615376166,2.5107412974,7.7998201822,7.6391344836,0.1864042694,7.8252209013,7.2932310391,3.7569899284,0.0162343834,10.7556817753,0.5648741209,10.6886136396,1.6166080189,3.6845966058,7.658656166,7.9689282965,3.8555787374,2.4351724696,1.5917711084,4.2291431424,4.1587827049,4.2737850235,5.2812049285,0.8928265067,6.2710783625,3.3313407975,5.8453174529,8.6958991539,7.5956138224,8.7057844687,2.6651502319,0.6705488096,1.0061431408,0.7013967681,-0.0346086072,4.9777020238,8.1041527706,0.1289230513,-0.012245121,2.0085673775,2.5055686985,5.9472761775,1.7847636426,5.0933074802,0.3333606696,5.6636146383
ACH-000685,L33,Pancreas,Adenosquamous Carcinoma of the Pancreas,Adenosquamous Carcinoma of the Pancreas,,,3.7302202828,0.0509561311,5.3867082402,4.0713156179,4.6618080431,2.788305243,6.4233435189,7.118127094,2.075653898,8.1438349498,5.6925295735,4.9003876592,7.5386648023,4.0299620701,7.4133240403,0.0631257332,6.8461794422,6.8156622016,4.2893861355,0.0162343834,8.8213996473,3.279352761,8.6144462985,3.8987268285,3.0800045927,6.9923994309,9.94115491,4.5168936342,6.148939375,2.3948340537,0.0613261002,6.6314843577,7.1407209376,3.9984161621,0.3489252517,5.8369843296,3.0077160556,6.675402513,5.8937034386,5.0466082257,4.9286843503,5.2887305597,5.9821769169,0.2310780183,1.3184227881,0.1970649633,4.6961663238,7.100244169,0.1672958603,0.0015342959,3.1918412104,3.640524761,5.8137793193,1.5879287129,5.3872033848,1.2008378305,5.4851363286
ACH-000328,LN215,CNS/Brain,Diffuse Glioma,Glioblastoma,,,3.8866785646,0.0028545322,6.804784216,1.9876609231,5.6998147101,6.3895253039,6.1290397193,8.3259516132,1.1645549863,3.6441584663,6.4036559093,5.8725516611,7.1010975881,5.7921404803,8.3956594118,0.0030895255,0.8340910161,7.865766766,5.233455073,0.4550086629,10.2246259092,5.4078412697,10.1145319761,0.1931913537,5.8673739093,2.0936957889,10.8080218934,5.4968521184,9.8197119905,4.6674767564,0.3841236441,5.7398118185,6.1596315095,5.5845641381,0.7747869122,7.0395200309,3.2779948529,6.6060359939,11.7116160978,0.892642455,2.0673948392,4.6478869844,4.7481586367,0.0525991958,5.2192753253,0.0284241715,4.4748861579,8.2562033059,0.0286654295,1.6816777601,5.5359780432,1.2877661593,6.8151881273,5.8071519723,6.4315093425,0.3413484523,6.5561743474
ACH-000591,LN235,CNS/Brain,Diffuse Glioma,Astrocytoma,,,8.7939989877,0.007315726,6.0416926563,2.4039079321,4.2903022522,5.6154820912,7.6267489522,8.5633832441,0.0398132082,0.1748642287,5.4795381427,3.0807033526,8.6984831152,6.0886793355,8.9017012046,-0.0029912554,-0.0380296616,8.1813425653,4.0891676392,0.0649857724,10.2575888607,8.1920820593,9.9970267908,-0.0887901104,4.7588208365,-0.042518518,11.7016093899,4.4329133968,11.7959746056,4.9981300151,0.267187478,7.2246574952,5.3040924517,3.8263900991,0.0921039106,7.8189865668,2.0374270079,6.1492966977,12.9225111216,-0.07213805,4.7022478548,5.1487951634,4.1317477487,0.0139192075,7.0975607588,0.0823639056,0.4298780188,8.028796408,0.8220614916,5.5303761944,7.5033738128,4.5974757929,5.4539785095,5.8576513653,5.0302950893,0.0091239823,5.969802117
ACH-000128,LN319,CNS/Brain,Diffuse Glioma,Astrocytoma,,,5.423818581,0.0220063236,5.1595059788,3.3085062684,5.3220816747,6.8664714958,7.8259867106,8.0530499981,0.0003356174,2.5906756025,6.8600934641,2.6183044779,9.4379534692,5.0543978838,8.366663123,0.0104927311,-0.1326687411,8.572145326,4.0086250471,0.2182327277,10.1743897946,7.1757495331,9.245384388,0.0295484517,5.0131462479,1.7944759796,10.5822963292,5.1729321902,11.3802720305,0.1218875217,0.6905398183,5.2536026265,4.8805391327,4.351765027,0.0672619868,7.4819134505,3.1263356323,6.3682663946,10.6507877635,4.9441366133,8.5375969461,2.5568359653,4.5588983091,-0.0125188352,1.3055514701,0.0823639056,4.8099922907,7.027124888,2.6911726749,0.0151792774,4.9670954577,7.8351522094,8.0686628222,3.1370639448,6.7454157698,0.4076852632,6.0467393586
ACH-000634,LN340,CNS/Brain,Diffuse Glioma,Glioblastoma,,,7.9070868994,0.2007649193,7.1635240696,2.3786751819,4.0671424021,6.3471712405,0.0220762704,8.1091160196,0.3544725708,0.0783966726,5.3917547247,4.3202926905,9.4987326574,4.7513405035,8.5410821397,-0.0029912554,0.1965403978,7.9334765123,4.3442610917,0.2328366951,10.5824907663,7.7925155937,10.5777067569,0.4694835734,4.8404213367,0.7930975484,11.9529480284,4.8369690165,11.8059677124,6.2433997392,0.0363635878,7.4910423412,5.3705007631,4.3461898431,0.1985282436,6.9311620781,2.9956911292,6.9169591615,12.9547456902,-0.1220773836,1.1501265918,4.2006797601,4.1697788388,0.0007649863,5.9869603831,-0.0346086072,4.6484340398,8.3933804502,0.0351143934,1.5380528977,9.1699809537,6.3097212377,5.0722904733,2.0861109907,5.9599547461,0.0223829019,6.4290265656
ACH-000455,LN428,CNS/Brain,Diffuse Glioma,Glioblastoma,,,3.0422033863,-0.0110509304,3.4446528766,0.4270448841,4.1733028472,5.6781861912,0.3384716292,7.3659529049,0.6446334439,3.222763686,5.5800079973,4.5030135377,8.7526342731,3.642244651,8.1784830869,0.0349317348,1.5726297835,7.2983171643,3.5541570885,0.3179717329,9.4990508557,6.3900070793,9.7738121321,0.2081056484,4.3857116733,1.0068608448,9.8459649283,3.8691740564,8.8376549005,5.2010756401,0.1800769636,3.3124914081,5.1994636832,5.1979970386,1.0882467343,7.0585506767,2.1247097263,5.8574499362,10.1760478678,0.5867782284,2.7129519674,4.1630039647,0.3957528052,0.0525991958,2.4205479566,-0.0083056744,4.545252808,7.4524869588,-0.0153546952,0.0671259942,9.9727350487,0.193258758,5.8536093831,2.6214045534,5.8611879171,0.3662129248,5.4048035046
