depmap_id,cell_line_display_name,lineage_1,lineage_2,lineage_3,lineage_6,lineage_4,RHOA,RAC1,ACTN4,CLDN7,EZR,LGALS1,FLT4,NOTCH3,MYH9,EGFR,ALDH2,VIM,FSCN1,NF1,CFL1,ECM1,TAGLN,CDC42,YAP1,IDH2,CDKN2A,BCAR3,PGR,PTEN,SMAD4,BRCA2,SOX2,TP53,CDH1,MMP9,CEACAM5,BMI1,MTDH,MMP2,VEGFC,ERBB2,MKI67,PFN1,GSN,S100A4,ESR1,CD44,CLDN1,POU5F1,OLIG2,CD24,ANXA2,VEGFD,MMP1,STAT3,ANXA6,IDH1,LGR5,EPCAM,BRCA1,PROM1
ACH-000668,HCC70,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,Basal A TNBC,,0.7277450366,1.8632677458,1.1099263895,0.6461119216,0.7683875241,1.2285137458,0.7993144081,1.1371834437,1.2285137458,2.2251469988,0.7781898131,2.1759071569,1.8632677458,0.6890841124,0.9499207089,1.620222559,0.982356784,1.558107744,1.0662043698,0.9294692231,2.5777047017,1.702443595,1.0254214629,0.8419503121,1.02938952,0.9370383506,1.7987603647,0.6461119216,1.6402105248,1.1892458575,1.1099263895,2.1343740037,1.758678779,1.7339219991,0.7677342948,0.7162772372,0.851273721,0.6461119216,1.0289600715,1.620222559,0.7683875241,0.5325777271,1.7987603647,0.982209036,0.9367104077,0.7844911081,0.9235973892,0.7845019835,1.0662043698,0.7162772372,0.8750619128,1.0285008599,0.8068061577,1.0109173142,0.7162772372,0.8134756122
ACH-000643,HDQP1,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,Basal A TNBC,,0.9519818677,1.764426092,0.8996339431,1.3222051141,1.3169175284,0.8824454479,1.3505911415,2.0394300143,0.8824454479,1.8195365101,0.7109785796,1.6038097345,1.764426092,1.0760200794,0.9428283207,1.1662167912,0.956905923,0.9440943823,0.982224014,1.3280219571,0.758407954,1.0293995093,0.982224014,0.708169689,0.61711788,1.5068930219,1.4062830476,1.3222051141,1.1460118802,1.4077283858,0.8996339431,1.6038097345,1.315842668,1.1460118802,1.2152482023,1.0804175651,1.144654338,1.3222051141,0.8860407767,1.1414162441,1.3577237323,0.9432943947,1.4062830476,1.2877896856,1.1861578403,1.3496132101,0.8377774746,0.4960770086,0.982224014,1.0804175651,1.4858350871,0.4895000798,0.952532353,1.1688234271,1.0804175651,0.8498446214
ACH-000721,HMC18,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,Basal B TNBC,,0.7412448082,0.9502618394,0.8754404799,0.8679982265,0.9202157154,0.8617534055,1.1115169894,0.8915724856,0.8617534055,0.9502618394,1.1721807092,0.903590495,0.9502618394,1.2308798988,0.9919188486,0.9963862377,0.9977525735,0.9159888867,1.0945053451,0.5881406041,0.0009528393,0.96423052,1.0945053451,0.930507059,0.0001177578,1.6991167657,1.6555516262,0.8679982265,1.1926766807,1.5424107375,0.8754404799,0.8923644835,1.5300936963,1.1926766807,0.9406096249,1.2683931577,0.930507059,0.8679982265,1.5171450245,1.0564020454,0.894794938,1.2509889099,1.6615042692,0.8683346143,0.9523989928,0.8628777009,0.9054469365,0.6562020473,1.0945053451,1.2683931577,1.1115169894,1.0874853757,1.3065053207,1.2025726059,1.2683931577,1.2603836984
ACH-000148,HS578T,Breast,Invasive Breast Carcinoma,"Breast Invasive Carcinoma, NOS",Basal B TNBC,,1.1983098519,1.2689322115,1.1552667444,1.1470624987,0.806135913,1.3662372193,0.96576829,1.1600918219,1.3662372193,1.366792276,0.8736909792,0.8891125734,1.2689322115,0.8081113493,1.1799976611,0.9675432114,1.0477990071,1.1409060538,1.4213619659,0.8733071155,0.5789498782,1.3045895704,1.4213619659,0.8770056243,1.2648444729,0.7803893529,1.6501166328,1.1470624987,0.8754944875,1.2568321582,1.1552667444,0.8891125734,2.1622779707,0.8754944875,0.886318419,0.8100068423,0.8770056243,1.1470624987,0.8411785692,0.9675432114,0.806135913,0.9079344196,1.6501166328,1.4264320264,0.9936646868,0.7821829534,0.8749060442,0.9191148162,1.3178608067,0.8100068423,1.0818961327,0.9617234486,0.9049098634,1.1053574629,0.8100068423,0.9430740757
ACH-002348,HSJDDIPG007,CNS/Brain,Diffuse Glioma,Diffuse Intrinsic Pontine Glioma,,,0.9248004468,1.1498343218,1.083617051,0.7560308446,0.5624313821,1.1123964147,1.0776196028,1.0911874827,1.1123964147,1.1129285696,1.0929580285,0.9143123423,1.1498343218,0.75970541,1.0689497238,1.988164321,1.0689497238,0.5516472738,1.0689497238,0.822444938,0.8338605263,0.8493734981,1.0689497238,0.9143123423,0.5465388664,0.8401023454,1.3255039781,0.7560308446,1.0831935099,1.1336301235,1.083617051,0.9143123423,1.1174970322,1.0120959018,0.8572025222,0.75970541,0.9143123423,0.7560308446,0.8465586926,1.988164321,0.5624313821,1.0689497238,1.3255039781,1.0936241449,1.1034100302,0.5624313821,1.1375050892,0.5045083317,1.0689497238,0.75970541,1.0776196028,1.1030735583,1.0929580285,1.1004335269,0.75970541,0.8444360058
ACH-000711,JIMT1,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,Basal A HER2+,,1.1170447633,1.6333794704,1.169809816,0.7742868255,0.8349993618,0.8137626667,1.494932143,0.7750750943,0.8137626667,1.3695919185,1.246146772,1.1131746808,1.6333794704,1.4854695167,1.1208894528,0.8018281652,1.1776525869,0.7880472287,1.3624072336,1.037163974,0.9123814373,0.8728949828,1.3991076786,0.8680794531,0.4454081927,0.7866233954,1.6303175533,0.7742868255,0.8403906406,2.3889704356,1.0817281651,1.0354443371,1.7393581168,0.8303900143,0.4333774523,6.8684282742,0.8580633086,0.7742868255,1.2083856862,0.8018281652,0.8349993618,2.5885281366,1.3186329162,1.1179308868,1.1476915819,0.8063354188,1.2464534457,0.4425805636,1.3624072336,0.3938182844,1.3484396925,0.8615342162,0.8898999189,1.2521149374,0.3938182844,0.4247830191
ACH-001098,KCIMOH1,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,,,1.1229463476,1.116726581,1.5026708175,0.7346321807,0.7569238128,1.1156148165,1.1323288458,0.7634348761,1.1156148165,1.116726581,0.7350243756,1.108386466,1.116726581,1.1230965825,1.1244090729,1.1371101401,1.1244090729,1.1106182438,1.1244090729,0.7568000033,1.111037876,1.1167482547,1.1244090729,1.109824841,0.7279417926,0.7509548106,1.1037052924,0.7346321807,0.7626098128,1.1305877731,1.5026708175,1.108386466,1.4953363187,0.739059796,0.7579712327,1.1230965825,1.109824841,0.7346321807,1.1184703408,1.1371101401,0.7569238128,0.7534506889,1.1037052924,0.795355086,0.7573898539,0.7568807919,0.7568000033,0.3798168987,1.1244090729,1.1230965825,1.1323288458,0.7396076232,1.1126925391,1.09027419,1.1230965825,1.0970041625
ACH-000126,KG1C,CNS/Brain,Diffuse Glioma,Oligodendroglioma,,,0.8105600633,1.7662395196,1.0036679138,1.0583926882,0.7289203079,0.8050381177,1.7240217794,1.0036679138,0.8050381177,1.7662395196,1.0864328444,0.9273983082,1.7662395196,1.086562378,0.8733440414,0.8421563466,0.8733440414,0.8158206895,0.8733440414,0.9445839977,1.1e-09,0.8353264351,0.8733440414,0.9564980948,0.546209382,0.8243391963,1.3062019798,1.0583926882,0.6797673621,1.8282064554,1.0036679138,0.9273983082,1.2916265485,0.6738526221,0.8374424759,1.086562378,0.9472899606,1.0583926882,1.5972908097,0.8421563466,0.7289203079,0.8780426963,1.1127519276,0.783361429,1.4930753761,0.7289203079,0.9587841735,0.2712879739,0.8733440414,1.086562378,1.7719341619,0.8252241803,1.1402783188,1.2485122703,1.086562378,0.8246798142
ACH-002257,KINGS1,CNS/Brain,Diffuse Glioma,Anaplastic Astrocytoma,,,1.0270746189,1.1978032899,0.9033055638,1.1089482173,1.0464961471,1.0901638604,1.0080910865,0.9033055638,1.0901638604,1.1978032899,1.0504962413,1.0143496217,1.1978032899,0.786293381,1.0053340804,0.9545455841,1.0053340804,0.9979635306,1.0053340804,1.0346529997,7.4889e-06,1.0079171114,1.0053340804,0.6206685716,0.8910380836,0.5631780458,1.0270746189,1.1089482173,1.085712407,1.0840054424,0.9033055638,1.0143496217,0.989003821,1.085712407,0.9623802894,1.0591735498,0.6135309378,1.1089482173,1.0718588991,0.9545455841,1.0464961471,1.0053340804,1.0270746189,0.9562143754,1.0348746279,1.0464961471,1.0346529997,0.532763075,1.0053340804,1.0591735498,1.0080910865,0.8777086314,1.0504962413,0.8777086314,1.0591735498,1.0061838928
ACH-002259,KNS81FD,CNS/Brain,Diffuse Glioma,Glioblastoma,,,0.9105833594,1.6577873967,1.0329181948,1.1415499595,1.0812364102,0.5473812794,1.0713872258,0.8810415723,0.5473812794,1.6577873967,0.9784594717,0.5557515608,1.6577873967,1.0767684173,0.8938341061,1.1052563324,1.0729553195,0.552718574,1.0729553195,0.9908118306,4.73e-08,1.0568246336,1.0729553195,0.5579814245,0.9434526377,0.8233022078,1.1079993231,1.1415499595,1.023142434,1.0665539914,1.0329181948,0.5557515608,1.0183468298,1.023142434,0.5635669838,1.0791250086,0.5579814245,1.1415499595,1.0798103873,1.1052563324,1.0812364102,1.0677300928,1.1079993231,0.9846514293,1.0982869216,1.0812364102,0.9940194594,0.5344759733,1.0729553195,1.0791250086,1.0713872258,0.8933868968,0.9784594717,0.9862279193,1.0791250086,1.1120017049
ACH-001107,KP1N,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,,,0.7882652057,1.2520472431,3.1613899516,0.9044539779,0.9437129463,0.7988358587,1.0924657119,0.847082271,0.7988358587,1.2520472431,0.976395127,0.4106428262,1.2520472431,1.0797767067,1.174418012,1.1524994003,1.174418012,1.1789675418,1.174418012,1.3255757579,1.3e-09,0.7804174815,1.174418012,1.1003442873,0.4551790301,0.7845411363,1.3283137924,0.9044539779,0.8954706176,1.0916534959,0.8204122848,0.4106428262,1.1235037968,0.8954706176,0.77380556,0.8621388881,1.1003442873,0.9044539779,0.8178737127,1.1524994003,0.9437129463,0.8152130209,1.3283137924,0.8109253399,0.7989759598,1.4672096166,1.0659871152,0.3221099206,1.174418012,0.8061035049,1.0924657119,1.135172858,0.976395127,1.1457188008,0.8061035049,0.7918280061
ACH-000028,KPL1,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,ER+,,0.5850861611,1.4517781418,0.9332833093,1.0361278276,0.5816341971,0.5644994185,1.3874136657,1.1068425414,0.5954870337,0.8740707707,1.0086768137,1.0795110417,1.4517781418,0.5629704097,1.2321611898,2.0291239563,0.5601320947,0.881675087,0.5601320947,1.4232084683,0.1240088932,0.5492736542,0.5601320947,1.1418372238,0.5569844671,1.1411504421,0.8140808572,1.0361278276,1.4449053594,0.8910411717,0.9332833093,1.0795110417,1.6351636156,0.865099512,0.858067472,0.6079737753,0.8303220983,1.0361278276,1.1498183818,1.2240512808,0.897479993,0.8496119716,0.8295817145,0.3876748398,0.5925808871,0.8534975991,0.852482427,0.5130577036,0.5601320947,0.6407728828,1.0839633662,1.1029221794,1.2390530863,1.1128437162,0.6407728828,0.8504916636
ACH-000685,L33,Pancreas,Adenosquamous Carcinoma of the Pancreas,Adenosquamous Carcinoma of the Pancreas,,,0.7362496764,1.0827401141,1.2675854457,0.7421048804,0.9768100847,0.9311529064,1.3935811357,0.8986654235,0.9311529064,0.7764053691,0.9190549325,0.9512305797,1.0827401141,1.185695864,0.8607027599,1.3204402308,1.223342184,0.9132223036,4.2212579755,1.1687569954,0.9789913379,0.9132223036,1.314166435,0.9512305797,0.5242482334,0.8457921057,1.3985346516,0.7421048804,1.3426050742,1.363455864,1.2686578194,0.9512305797,0.9572210312,1.3426050742,0.7578099565,1.1718695654,0.9512305797,0.7421048804,0.9789913379,1.3204402308,0.9768100847,0.8607027599,1.3985346516,0.9768100847,0.9147903169,0.9768100847,1.2250944673,0.5006079128,1.3793819562,1.1718695654,1.3935811357,0.9650382293,0.9529100881,1.0783212162,1.1718695654,0.7578099565
ACH-000328,LN215,CNS/Brain,Diffuse Glioma,Glioblastoma,,,0.7811042416,1.8208170852,1.3021421945,1.1172089219,1.1569977028,0.9191396628,1.3493372715,1.2603653523,0.9191396628,1.8208170852,0.7493808417,0.7644208318,1.8208170852,1.1172089219,1.1170556032,1.1586983252,1.1170556032,1.1169348214,1.1170556032,0.9521296886,0.8651936608,1.1688007427,1.1170556032,0.7644208318,0.8985452104,0.7759980865,1.5522307067,1.1172089219,0.8908058885,1.5019169086,1.3021421945,0.7644208318,1.1432104427,0.8908058885,0.7878713614,1.1172089219,0.7644208318,1.0867552009,0.846127512,1.1586983252,1.1569977028,1.1170556032,1.5121054902,1.1661852656,1.1007234148,1.1569977028,0.9521296886,1.0211487232,1.1170556032,1.1172089219,1.3493372715,0.7506118648,0.7728980331,0.7537311906,1.1172089219,0.9911710808
ACH-000591,LN235,CNS/Brain,Diffuse Glioma,Astrocytoma,,,0.9471868783,1.5363841653,1.2241989196,0.9574585919,0.8241815082,0.9598640568,1.042674608,0.9886028701,0.9598640568,1.5363841653,0.7647684965,0.5101838019,1.5363841653,0.9818414644,0.7760061547,1.2358134669,0.7623767354,1.0405858539,0.7623767354,1.0077725043,0.7756463921,1.0405858539,0.7623767354,1e-09,0.7062921661,0.6846502082,1.3842082419,0.9574585919,0.9947100789,1.4865829844,1.2241989196,0.5101838019,0.9806770357,0.9947100789,0.9719836829,0.9818414644,0.7738929918,0.9574585919,1.2385954059,1.2358134669,0.8241815082,0.7760061547,1.3842082419,1.0676886483,1.2684969055,1.0711518383,1.0077725043,0.6802665236,0.7623767354,0.9818414644,1.042674608,0.762552726,1.0167493017,0.7614599166,0.9818414644,0.9690284984
ACH-000128,LN319,CNS/Brain,Diffuse Glioma,Astrocytoma,,,0.795733918,0.7429386569,1.1394321352,1.3243642756,0.7257597734,0.9360088009,0.994583912,1.1111780454,0.9360088009,0.7429386569,0.9694403254,0.9450116369,0.7429386569,1.505437694,0.8581602607,1.4168548808,0.875794321,2.0308588894,0.8878765476,0.9602693265,1.1486155514,1.4168548808,0.8878765476,0.9643013681,0.9849142301,1.0212902943,1.3412489114,1.3243642756,0.9130241969,0.9516810174,1.1394321352,0.9450116369,0.9643815797,0.9130241969,0.7474536371,1.505437694,0.9578548788,1.3243642756,1.1160742425,1.4168548808,1.2274114951,1.0398698701,1.3387336914,1.1481292009,0.94301067,1.2275331623,0.9602693265,0.5424638861,0.8878765476,1.505437694,0.994583912,0.9739455342,0.9694403254,0.964513275,1.505437694,0.7419994384
ACH-000634,LN340,CNS/Brain,Diffuse Glioma,Glioblastoma,,,0.6467916684,1.6873216298,0.8382357747,1.138274885,0.9083845036,0.8554853179,1.109404129,1.1056846682,0.8554853179,1.6873216298,0.8952713973,0.582094786,1.6873216298,1.138274885,1.1560798118,0.8984530371,1.1560798118,0.8731533751,1.1560798118,0.9260589892,0.0008205648,0.8984530371,1.1560798118,1.0050902144,0.8836873885,1.0085090289,1.2808504155,1.138274885,0.9413583969,1.6490338345,0.8382357747,0.4694667865,1.0876519755,0.9413583969,0.9158257281,1.020674603,1.0050902144,1.138274885,1.7059030297,0.8984530371,0.9083845036,0.9012186035,1.2808504155,0.8781053856,1.4049132011,0.9083845036,0.9260589892,0.8698629366,1.1560798118,1.020674603,1.1558570625,1.2074939829,0.8952713973,0.888950505,1.020674603,0.8940788653
ACH-002268,LN405,CNS/Brain,Diffuse Glioma,Glioblastoma,,,0.7200789507,2.0604422095,1.2090442106,1.2537745932,1.3699991518,1.1492184024,1.0861497315,1.1424974933,1.1492184024,1.0061204284,0.819664261,0.7027780319,2.0604422095,1.1450844492,0.9096900636,1.2269742737,0.9096900636,1.1072952848,0.9096900636,0.737423859,0.7682820754,1.1072952848,0.9096900636,0.8928625471,1.1394969002,1.5504349526,0.9020104171,1.2537745932,1.0053354741,1.59315982,1.2090442106,0.7027780319,1.1667002906,1.0053354741,0.8441223334,1.1450844492,0.8928625471,1.2537745932,0.7939538194,1.2269742737,1.3164475112,0.9096900636,0.9020104171,1.0074693859,1.2207772653,1.3932537148,0.737423859,0.8875781146,0.9096900636,1.1450844492,1.0861497315,0.9885967029,0.819664261,0.8037445751,1.1450844492,0.8441223334
ACH-000455,LN428,CNS/Brain,Diffuse Glioma,Glioblastoma,,,1.2023267309,1.8279821719,1.4798674899,0.9413296873,0.9818435061,0.6187056012,0.9521395881,0.9039406764,0.6187056012,1.883378545,0.9476117548,0.9179363339,1.8279821719,0.9381067462,0.9455692337,1.2519535184,1.543888966,0.9247042984,0.9911999364,0.7159789115,0.0001262364,0.9462498031,0.9911999364,0.9681100766,0.6982134241,0.6630175666,1.4886070772,0.9413296873,0.9628887319,1.3001418186,1.4798674899,0.9273860946,0.6629674755,0.9628887319,0.6801147096,0.9381067462,1.0236396958,0.9413296873,1.2654822902,1.2519535184,0.9818435061,0.9665424491,1.3361352021,1.0029627324,0.9304877099,1.0075210632,0.7159789115,0.6444833533,0.9911999364,0.9381067462,0.9592069387,0.9875063977,0.9925605363,1.2372259513,0.6243409504,0.9783143441
ACH-000673,LN443,CNS/Brain,Diffuse Glioma,Glioblastoma,,,1.0235879012,1.1049131705,1.0041160379,0.669073681,0.9666154771,1.3033052317,0.6733170953,1.1239773787,1.3033052317,0.8568888591,1.0502021105,0.7885603082,1.1049131705,0.6851311097,1.2843095775,0.7352903724,0.7574134785,0.9942523692,0.8410322338,0.9678416967,1.1e-09,1.2802211073,0.8410322338,0.8113869792,1.157452509,0.771690366,1.6431110632,0.669073681,1.3697987985,1.4976017231,1.0260933587,0.7711465695,1.1546447137,1.4278931245,1.2835459996,0.6918436766,0.8417285751,0.669073681,1.0825705148,0.7352903724,0.9289088867,1.5733285798,1.6136536993,1.0152788336,0.7475598542,1.0256048575,1.0324858429,0.814801759,0.8410322338,0.6918436766,0.8181135495,0.9428701468,0.9082189223,0.7400665936,0.6918436766,0.9146825289
ACH-000676,LN464,CNS/Brain,Diffuse Glioma,Glioblastoma,,,0.9068676993,1.176295069,0.8897605258,1.0213235663,1.0877198289,1.18135372,1.0290963057,1.1840401479,1.0649037204,1.176295069,0.858440472,0.8178657761,1.176295069,1.0243423745,1.067116731,0.8296139164,0.8281126849,1.2022033956,0.911524286,1.3781223724,0.6231761823,1.1611513241,0.911524286,0.8829226753,0.9047700007,1.1390570447,1.6711601548,1.0213235663,0.8432848844,1.941785713,0.8897605258,0.7762256434,1.1561936067,1.1502855148,0.8767801247,0.7707276212,0.589753508,1.0213235663,0.9399142185,0.8296139164,0.8379772603,1.1383632556,1.6711601548,1.0619331871,0.8207177156,0.8578884658,1.1158994217,0.6022406519,0.911524286,1.0906778195,1.1395024291,1.1484706595,0.9035911213,1.1179324366,1.0906778195,0.884580902
ACH-000760,LNZ308,CNS/Brain,Diffuse Glioma,Glioblastoma,,,0.9091107735,1.5068930219,1.1004518333,1.1450146046,0.958134436,0.9353738491,0.8863313204,1.1529012928,1.2300355395,1.5068930219,0.9200026998,1.553674192,1.5068930219,0.8615133155,0.8816378088,2.8161964971,0.8859437452,1.22772377,1.0022851406,0.9280027592,0.9738814029,1.3450352661,1.3462422131,0.9880068847,1.3157086002,0.9342198471,0.9737869015,0.4140813563,0.9326650752,1.8613624389,1.1600596578,1.553674192,0.9731870312,0.9389941012,0.9487106186,0.8849157424,0.9416709963,1.1450146046,0.9124991496,2.5628588072,0.958134436,1.4333580133,0.9737869015,0.8877602391,0.9411698433,0.9815332189,0.9351009328,0.6563876501,1.0022851406,0.8849157424,0.9633466934,0.9919353498,0.9650154865,0.9617681129,0.8849157424,1.1500543161
ACH-002269,LNZTA3WT4,CNS/Brain,Diffuse Glioma,Astrocytoma,,,0.7749714137,1.436087844,1.1604336209,1.0605634977,0.9612995743,1.4974283774,0.8678147424,1.1604336209,1.4974283774,1.4538495689,0.9442017094,0.8643424965,1.436087844,0.9044339167,0.7809900103,2.8633184435,1.0890928836,1.1868157683,1.0890928836,0.8709362339,1.2200514601,1.1868157683,1.0890928836,0.8934457273,0.8849040883,0.5997736307,1.0393078114,0.2983683293,0.909335764,1.7009455986,1.1604336209,0.8643424965,0.9167225073,0.909335764,0.8987744389,0.8972917178,0.8934457273,1.0605634977,0.9169385768,2.6800148598,0.9612995743,1.1730471477,1.3333846279,0.9612995743,0.8828951359,0.9612995743,0.883822767,0.5554993005,1.0890928836,0.8972917178,0.8678147424,0.8803432182,0.9442017094,0.8837504808,0.8972917178,0.8627987551
ACH-001118,M059J,CNS/Brain,Diffuse Glioma,Glioblastoma,,,0.7313221685,1.1310588531,1.0677915224,1.081986876,1.3437064526,0.8201854183,0.9544866999,1.0677915224,0.8201854183,1.2103161944,0.932668954,0.5577513479,1.1310588531,0.8921232856,0.9182767988,1.1490638768,0.9182767988,1.1490638768,0.9182767988,0.8486208323,1.0264782083,1.1490638768,0.9182767988,0.9832083002,0.9213869055,0.8164763486,1.4331334935,1.081986876,1.1242345051,1.6094647726,1.0677915224,0.5577513479,1.1320016021,1.1242345051,0.7643742059,0.8921232856,0.9832083002,1.081986876,1.0869005939,1.1490638768,1.3437064526,1.0195086387,1.4331334935,1.5195645913,0.9957724458,1.4467282952,0.8709199345,0.5654863088,0.9182767988,0.8921232856,0.9544866999,0.8880765846,0.932668954,0.9518723366,0.8921232856,1.0420835849
ACH-002672,MAPACHS77,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,,,0.6873057814,1.4360997891,1.6207156542,0.6643493539,0.72219383,1.6149595163,1.3809298176,0.9416566366,1.6149595163,1.4360997891,1.0652204274,0.7256234574,1.4360997891,1.4191823771,1.2917939781,1.0467014486,1.3576757822,1.0011061811,1.4490958252,1.542455641,1.0652366713,1.0502268609,1.4490958252,0.7148344158,6.636e-05,0.6925777765,0.984077607,0.6643493539,1.0448877753,1.0570400209,1.6207156542,0.7166646006,1.4723738172,1.042081418,1.4028803807,1.4292764611,0.7148344158,0.6643493539,1.0029655132,1.0467014486,0.72219383,1.0641732174,0.984077607,0.6810440405,0.699022113,0.72219383,0.6696373947,0.3709210374,1.4490958252,1.4292764611,1.3809298176,1.1708895558,1.058783047,1.2870106572,1.4292764611,1.4811492263
ACH-000019,MCF7,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,ER+,,0.5322710478,1.3281296617,1.003622695,1.0089963811,0.5468079032,0.5150852026,1.4141214211,1.0201738317,0.5150852026,0.8593156054,1.0783032779,1.1093679875,1.3281296617,0.4930972117,1.3109357685,2.0813116406,0.5587345737,0.7796967359,0.5587345737,1.7722965212,0.0569107065,0.5445185112,0.5587345737,1.0660713515,0.5700087615,1.0743365446,1.1200871596,1.0089963811,1.0627638055,1.2799220946,1.003622695,1.0877869325,2.3721611154,0.5607497589,0.8270526047,0.4989869533,1.1103703888,1.0089963811,1.0373192696,1.0893163574,1.1117253493,0.8507906007,1.038709337,0.9945852908,0.7386004261,1.0763117425,0.7761696894,0.5741851802,0.5587345737,0.7643546027,1.2289182942,1.1025010272,1.3781815987,1.07604693,0.7643546027,0.8357984568
ACH-000044,MDAMB134VI,Breast,Invasive Breast Carcinoma,Breast Invasive Lobular Carcinoma,luminal ER+,,1.0005220761,1.0689793618,1.0300882917,0.5089377108,1.0545313607,0.9395924331,1.3185515721,1.0453651723,0.9395924331,1.0689793618,1.5427881822,1.0598712345,1.0689793618,0.8688379349,0.5100674701,1.0370892103,0.5365512927,0.7703259866,0.5365512927,0.9044100946,1.0742695261,1.057363184,0.5365512927,1.0586362787,1.0869360035,0.5190383343,0.5319796633,0.5089377108,0.5393934845,1.3364982977,1.0300882917,1.0537590343,1.3460369371,0.5387317509,1.0588292832,0.888519904,1.0586362787,0.5089377108,1.0182635413,1.0370892103,1.0545313607,1.3601426807,1.0174627659,1.0151008036,1.0378363702,1.0545313607,0.9044100946,1.1001437153,0.5365512927,0.888519904,1.3185515721,1.0552172104,1.5429186519,1.0374522959,0.888519904,1.0874733152
ACH-000621,MDAMB157,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,Basal B TNBC,,1.1197968292,1.5567335129,2.0646439374,1.2920223261,1.044309251,1.0028890438,1.4970277868,1.0947845651,0.8644349592,1.5708691366,0.9153167583,1.687062007,1.5567335129,0.8626863297,0.9050516298,1.0943460395,0.8956227003,1.0163054018,0.9597323311,0.8842872544,1.4230190743,1.1062596193,0.9597323311,0.703169305,0.5877477434,0.4361299585,0.9062129421,1.2920223261,0.9108636413,1.3346384754,0.4442559488,0.6970441776,1.839891893,0.9029268384,0.9391568306,0.8617976085,0.703169305,1.2788588144,0.4235754853,1.0943460395,1.0222294071,0.9238631058,0.9062129421,1.1734342444,1.5969974399,1.0760737812,0.8984984998,1.7914179908,0.9597323311,0.8835305959,2.0913144473,1.1743130049,0.9510881723,1.5039493701,0.8835305959,0.9207427261
ACH-000759,MDAMB175VII,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,"ER+, PR+, HER2+",,1.0551857598,1.4213895522,1.0247308291,0.52550522,0.8391606886,1.1421633524,1.0232963395,1.0107183309,1.1421633524,1.4930039682,1.1098271488,1.0980730243,1.4213895522,0.9855507032,1.1301725076,1.6950243516,0.5710614885,0.5259377656,0.5710614885,1.0929125746,0.8617826748,0.5608115627,0.5710614885,0.9573935555,0.5726545459,1.0913402768,1.0952346538,0.52550522,0.9396015511,1.674802527,1.0247308291,1.094214061,1.7083197113,0.9396015511,1.0251315106,1.0108710681,1.1121774568,0.52550522,0.8651624767,1.6950243516,0.8391606886,1.2401950187,1.0952346538,0.7991138699,1.1850172005,0.8391606886,1.0651716971,0.9066747419,0.5710614885,1.0108710681,1.0232963395,0.8822650253,1.1037733821,0.7860554544,1.0108710681,0.5798167836
ACH-000768,MDAMB231,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,Basal B TNBC,,1.0259482773,1.0767490122,1.0400198037,1.0396716737,0.7773913715,0.6812144769,1.0150360732,1.0460298343,0.6812144769,1.1910458899,1.0833128957,1.0366975081,1.0767490122,1.0177477274,1.2276318661,1.0557725049,1.3741476235,1.0144972821,1.5752174518,0.7225333075,1.3e-09,1.0819283794,1.5752174518,1.0343905499,0.7587234326,0.7277838791,1.1262569432,1.0396716737,0.7492260672,1.4518606604,1.0400198037,1.0665968704,1.1216270127,0.755767822,1.1390538866,1.0493929479,1.0003258322,1.0056442241,1.2853978817,1.0557725049,0.7972582353,1.1482979276,1.1262569432,1.5805919877,0.9208876113,0.7207211061,0.7225333075,1.0542967533,1.5752174518,1.0493929479,1.1351807264,0.770799211,0.8417379102,1.0140318732,1.0493929479,1.1629241482
ACH-001358,MDAMB330,Breast,Invasive Breast Carcinoma,Breast Invasive Lobular Carcinoma,HER2 Amp,,1.062833053,1.0678833032,1.1019158089,0.8398939027,0.8903842635,0.7183580458,1.6188328162,0.7427785197,0.7183580458,1.0678833032,0.9123200952,1.7054269972,1.0678833032,1.6840733774,0.6504662011,1.0634446897,0.6494727947,0.3781110629,0.6494727947,1.0263401865,1.0448906723,0.6983847686,0.6494727947,0.820523751,0.3489322864,1.3997381826,1.8204473291,0.8398939027,0.8145657162,0.6645045578,1.1019158089,1.4043854943,1.5062111186,0.8145657162,1.3860900616,16.7958394775,0.820523751,0.8398939027,1.0448906723,1.0634446897,0.8903842635,0.6421797153,1.8204473291,1.3500875821,1.0449493393,0.8903842635,1.0263401865,0.8937610012,0.6494727947,0.8088690136,0.9821075997,0.7153385022,1.2200345467,0.924938277,0.8088690136,0.3797202913
